neuron_id,subject_id,session_id,area,spike_count
1481,p18WV,p18WV_CelebA_S2_NavFace_S1,LAH,1416
1482,p18WV,p18WV_CelebA_S2_NavFace_S1,LAH,113
1483,p18WV,p18WV_CelebA_S2_NavFace_S1,LAH,1341
1484,p18WV,p18WV_CelebA_S2_NavFace_S1,LAH,4460
1485,p18WV,p18WV_CelebA_S2_NavFace_S1,LAH,1309
1486,p18WV,p18WV_CelebA_S2_NavFace_S1,LAH,2168
1487,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,654
1488,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,2204
1489,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,5418
1490,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,696
1491,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,69
1492,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,1088
1493,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,1109
1494,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,6479
1495,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,8794
1496,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,1110
1497,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,14522
1498,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,719
1499,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,16669
1500,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,22468
1501,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,818
1502,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,643
1503,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,1133
1504,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,7090
1505,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,14856
1506,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,854
1507,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,343
1508,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,1691
1509,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,2003
1510,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,683
1511,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,3039
1512,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,484
1513,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,21251
1514,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,10492
1515,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,4488
1516,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,1642
1517,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,94
1518,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,630
1519,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,26043
1520,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,4758
1521,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,299
1522,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,736
1523,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,845
1524,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,8413
1525,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,10431
1526,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,5032
1527,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,11855
1528,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,568
1529,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,10709
1530,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,824
1531,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,1665
1532,p18WV,p18WV_CelebA_S2_NavFace_S1,RA,3738
1533,p18WV,p18WV_CelebA_S2_NavFace_S1,RAH,5492
1534,p18WV,p18WV_CelebA_S2_NavFace_S1,RAH,3742
1535,p18WV,p18WV_CelebA_S2_NavFace_S1,RAH,163
1536,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,575
1537,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,503
1538,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,4493
1539,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,5836
1540,p18WV,p18WV_CelebA_S2_NavFace_S1,RAH,2280
1541,p18WV,p18WV_CelebA_S2_NavFace_S1,RAH,1043
1542,p18WV,p18WV_CelebA_S2_NavFace_S1,RAH,15403
1543,p18WV,p18WV_CelebA_S2_NavFace_S1,RPH,1996
1544,p18WV,p18WV_CelebA_S2_NavFace_S1,RPH,69
1545,p18WV,p18WV_CelebA_S2_NavFace_S1,RPH,7033
1546,p18WV,p18WV_CelebA_S2_NavFace_S1,RPH,421
1547,p18WV,p18WV_CelebA_S2_NavFace_S1,RPH,2770
1548,p18WV,p18WV_CelebA_S2_NavFace_S1,RPH,8879
1549,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,472
1550,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,616
1551,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,7389
1552,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,1006
1553,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,4803
1554,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,191
1555,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,5304
1556,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,1823
1557,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,13588
1558,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,2656
1559,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,6062
1560,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,10456
1561,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,71
1562,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,607
1563,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,5259
1564,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,619
1565,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,1604
1566,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,865
1567,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,914
1568,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,1519
1569,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,5097
1570,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,1951
1571,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,429
1572,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,1139
1573,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,208
1574,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,16915
1575,p18WV,p18WV_CelebA_S2_NavFace_S1,LA,9007
1576,p18WV,p18WV_CelebA_S2_NavFace_S1,LAH,1943
1577,p18WV,p18WV_CelebA_S2_NavFace_S1,LAH,12437
1578,p18WV,p18WV_CelebA_S2_NavFace_S1,LAH,3827
1579,p18WV,p18WV_CelebA_S2_NavFace_S1,LAH,3552
1580,p18WV,p18WV_CelebA_S3_NavFace_S2,LAH,4762
1581,p18WV,p18WV_CelebA_S3_NavFace_S2,LAH,362
1582,p18WV,p18WV_CelebA_S3_NavFace_S2,LAH,462
1583,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,56064
1584,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,176
1585,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,6045
1586,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,148
1587,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,7872
1588,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,331
1589,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,18661
1590,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,168
1591,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,8002
1592,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,651
1593,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,911
1594,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,792
1595,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,330
1596,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,225
1597,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,1179
1598,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,827
1599,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,2639
1600,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,1577
1601,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,550
1602,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,3628
1603,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,318
1604,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,869
1605,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,2801
1606,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,5500
1607,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,643
1608,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,2100
1609,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,2933
1610,p18WV,p18WV_CelebA_S3_NavFace_S2,RA,39039
1611,p18WV,p18WV_CelebA_S3_NavFace_S2,RAH,2253
1612,p18WV,p18WV_CelebA_S3_NavFace_S2,RAH,542
1613,p18WV,p18WV_CelebA_S3_NavFace_S2,RAH,2304
1614,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,109
1615,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,1928
1616,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,2645
1617,p18WV,p18WV_CelebA_S3_NavFace_S2,RAH,18270
1618,p18WV,p18WV_CelebA_S3_NavFace_S2,RPH,513
1619,p18WV,p18WV_CelebA_S3_NavFace_S2,RPH,808
1620,p18WV,p18WV_CelebA_S3_NavFace_S2,RPH,6985
1621,p18WV,p18WV_CelebA_S3_NavFace_S2,RPH,287
1622,p18WV,p18WV_CelebA_S3_NavFace_S2,RPH,519
1623,p18WV,p18WV_CelebA_S3_NavFace_S2,RPH,359
1624,p18WV,p18WV_CelebA_S3_NavFace_S2,RPH,1497
1625,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,166
1626,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,261
1627,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,1945
1628,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,672
1629,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,1312
1630,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,4555
1631,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,814
1632,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,747
1633,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,2575
1634,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,3323
1635,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,1653
1636,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,1187
1637,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,879
1638,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,517
1639,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,3188
1640,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,127
1641,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,6114
1642,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,1756
1643,p18WV,p18WV_CelebA_S3_NavFace_S2,LA,588
1644,p18WV,p18WV_CelebA_S4,LAH,2464
1645,p18WV,p18WV_CelebA_S4,RA,31302
1646,p18WV,p18WV_CelebA_S4,RA,1014
1647,p18WV,p18WV_CelebA_S4,RA,234
1648,p18WV,p18WV_CelebA_S4,RA,2655
1649,p18WV,p18WV_CelebA_S4,RA,16471
1650,p18WV,p18WV_CelebA_S4,RA,9178
1651,p18WV,p18WV_CelebA_S4,RA,701
1652,p18WV,p18WV_CelebA_S4,RA,4695
1653,p18WV,p18WV_CelebA_S4,RA,1909
1654,p18WV,p18WV_CelebA_S4,RA,1222
1655,p18WV,p18WV_CelebA_S4,RA,205
1656,p18WV,p18WV_CelebA_S4,RA,2208
1657,p18WV,p18WV_CelebA_S4,RA,857
1658,p18WV,p18WV_CelebA_S4,RA,133
1659,p18WV,p18WV_CelebA_S4,RA,1174
1660,p18WV,p18WV_CelebA_S4,RA,1834
1661,p18WV,p18WV_CelebA_S4,RA,13682
1662,p18WV,p18WV_CelebA_S4,RAH,3329
1663,p18WV,p18WV_CelebA_S4,RAH,788
1664,p18WV,p18WV_CelebA_S4,RAH,1889
1665,p18WV,p18WV_CelebA_S4,RAH,491
1666,p18WV,p18WV_CelebA_S4,LA,133
1667,p18WV,p18WV_CelebA_S4,LA,1961
1668,p18WV,p18WV_CelebA_S4,LA,896
1669,p18WV,p18WV_CelebA_S4,RAH,1033
1670,p18WV,p18WV_CelebA_S4,RAH,5075
1671,p18WV,p18WV_CelebA_S4,RPH,146
1672,p18WV,p18WV_CelebA_S4,RPH,1083
1673,p18WV,p18WV_CelebA_S4,RPH,537
1674,p18WV,p18WV_CelebA_S4,RPH,1685
1675,p18WV,p18WV_CelebA_S4,LA,199
1676,p18WV,p18WV_CelebA_S4,LA,2890
1677,p18WV,p18WV_CelebA_S4,LA,182
1678,p18WV,p18WV_CelebA_S4,LA,549
1679,p18WV,p18WV_CelebA_S4,LA,3032
1680,p18WV,p18WV_CelebA_S4,LA,252
1681,p18WV,p18WV_CelebA_S4,LA,1952
1682,p18WV,p18WV_CelebA_S4,LA,1709
1683,p18WV,p18WV_CelebA_S4,LA,750
1684,p18WV,p18WV_CelebA_S4,LA,1515
1685,p18WV,p18WV_CelebA_S4,LA,4507
1686,p18WV,p18WV_CelebA_S4,LA,101
1687,p18WV,p18WV_CelebA_S4,LA,286
1688,p18WV,p18WV_CelebA_S4,LA,641
1689,p18WV,p18WV_CelebA_S4,LA,1224
1690,p18WV,p18WV_CelebA_S4,LA,164
1691,p18WV,p18WV_CelebA_S4,LA,2115
1692,p19WV,p19WV_CelebA_S1_NavFace_S1,RA,20592
1693,p19WV,p19WV_CelebA_S1_NavFace_S1,RAH,200
1694,p19WV,p19WV_CelebA_S1_NavFace_S1,RAH,556
1695,p19WV,p19WV_CelebA_S1_NavFace_S1,LAH,4646
1696,p19WV,p19WV_CelebA_S1_NavFace_S1,LAH,994
1697,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,846
1698,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,1646
1699,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,574
1700,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,504
1701,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,561
1702,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,53737
1703,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,341
1704,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,22904
1705,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,17711
1706,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,670
1707,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,2723
1708,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,3461
1709,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,221
1710,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,255
1711,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,5634
1712,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,73860
1713,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,2008
1714,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,4293
1715,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,4605
1716,p19WV,p19WV_CelebA_S1_NavFace_S1,RPH,10164
1717,p19WV,p19WV_CelebA_S1_NavFace_S1,LAH,2026
1718,p19WV,p19WV_CelebA_S1_NavFace_S1,LAH,690
1719,p19WV,p19WV_CelebA_S1_NavFace_S1,LAH,1634
1720,p19WV,p19WV_CelebA_S1_NavFace_S1,LAH,149
1721,p19WV,p19WV_CelebA_S1_NavFace_S1,LAH,2124
1722,p19WV,p19WV_CelebA_S1_NavFace_S1,LAH,142
1723,p19WV,p19WV_CelebA_S1_NavFace_S1,LAH,1505
1724,p19WV,p19WV_CelebA_S1_NavFace_S1,LAH,210
1725,p19WV,p19WV_CelebA_S1_NavFace_S1,LAH,35158
1726,p19WV,p19WV_CelebA_S2,RAH,920
1727,p19WV,p19WV_CelebA_S2,RPH,3771
1728,p19WV,p19WV_CelebA_S2,LAH,135
1729,p19WV,p19WV_CelebA_S2,LAH,660
1730,p19WV,p19WV_CelebA_S2,RPH,788
1731,p19WV,p19WV_CelebA_S2,RPH,12745
1732,p19WV,p19WV_CelebA_S2,RPH,6721
1733,p19WV,p19WV_CelebA_S2,RPH,3749
1734,p19WV,p19WV_CelebA_S2,RPH,1829
1735,p19WV,p19WV_CelebA_S2,RPH,97
1736,p19WV,p19WV_CelebA_S2,RPH,16478
1737,p19WV,p19WV_CelebA_S2,LAH,1313
1738,p19WV,p19WV_CelebA_S2,LAH,66
1739,p19WV,p19WV_CelebA_S2,LAH,297
1740,p19WV,p19WV_CelebA_S2,LAH,77
1741,p19WV,p19WV_CelebA_S2,LAH,157
1742,p19WV,p19WV_CelebA_S2,LAH,1453
1743,p19WV,p19WV_CelebA_S2,LAH,10596
1744,p19WV,p19WV_CelebA_S2,LAH,3549
1745,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,3711
1746,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,1758
1747,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,2457
1748,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,13232
1749,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,25680
1750,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,4596
1751,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,1220
1752,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,5036
1753,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,17158
1754,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,3048
1755,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,182
1756,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,7990
1757,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,342
1758,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,1338
1759,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,170
1760,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,443
1761,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,1930
1762,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,232
1763,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,765
1764,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,2078
1765,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,20107
1766,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,150
1767,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,17278
1768,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,619
1769,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,1002
1770,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,7807
1771,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,2717
1772,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,39881
1773,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,3873
1774,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,135
1775,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,126
1776,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,537
1777,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,1197
1778,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,364
1779,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,2126
1780,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,399
1781,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,9810
1782,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,3012
1783,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,3261
1784,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,8808
1785,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,110
1786,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,1797
1787,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,612
1788,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,909
1789,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,3777
1790,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,458
1791,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,40244
1792,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,4427
1793,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,23363
1794,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,193
1795,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,102
1796,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,719
1797,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,764
1798,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,6889
1799,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,11955
1800,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,662
1801,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,4247
1802,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,6394
1803,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,439
1804,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,1252
1805,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,4029
1806,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,2092
1807,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,15746
1808,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,64170
1809,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,916
1810,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,5688
1811,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,33204
1812,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,6340
1813,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,484
1814,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,200
1815,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,809
1816,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,789
1817,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,7701
1818,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,702
1819,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,4741
1820,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,3134
1821,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,16722
1822,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,160
1823,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,6945
1824,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,80
1825,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,4471
1826,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,3668
1827,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,45063
1828,p20WV,p20WV_CelebA_S1_NavFace_S1,LPH,9048
1829,p20WV,p20WV_CelebA_S1_NavFace_S1,RAH,439
1830,p20WV,p20WV_CelebA_S1_NavFace_S1,RAH,166
1831,p20WV,p20WV_CelebA_S1_NavFace_S1,RAH,1791
1832,p20WV,p20WV_CelebA_S1_NavFace_S1,RAH,19453
1833,p20WV,p20WV_CelebA_S1_NavFace_S1,RAH,996
1834,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,4625
1835,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,5003
1836,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,1762
1837,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,542
1838,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,1833
1839,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,150
1840,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,1540
1841,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,6507
1842,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,17670
1843,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,2113
1844,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,307
1845,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,653
1846,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,622
1847,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,766
1848,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,237
1849,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,3405
1850,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,817
1851,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,1907
1852,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,8481
1853,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,491
1854,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,1242
1855,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,1813
1856,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,1590
1857,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,4982
1858,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,18057
1859,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,236
1860,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,145
1861,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,242
1862,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,72
1863,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,3950
1864,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,4463
1865,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,3186
1866,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,7058
1867,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,5007
1868,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,274
1869,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,967
1870,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,676
1871,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,914
1872,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,1571
1873,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,2883
1874,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,9978
1875,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,17964
1876,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,2052
1877,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,2208
1878,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,640
1879,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,4297
1880,p20WV,p20WV_CelebA_S1_NavFace_S1,LA,1062
1881,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,1710
1882,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,123
1883,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,2205
1884,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,4612
1885,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,15571
1886,p20WV,p20WV_CelebA_S1_NavFace_S1,LAH,14853
1887,p20WV,p20WV_CelebA_S2_NavFace_S2,LAH,846
1888,p20WV,p20WV_CelebA_S2_NavFace_S2,LAH,1122
1889,p20WV,p20WV_CelebA_S2_NavFace_S2,LAH,8802
1890,p20WV,p20WV_CelebA_S2_NavFace_S2,LAH,6469
1891,p20WV,p20WV_CelebA_S2_NavFace_S2,LAH,730
1892,p20WV,p20WV_CelebA_S2_NavFace_S2,LAH,1970
1893,p20WV,p20WV_CelebA_S2_NavFace_S2,LAH,161
